qualifyId,raceId,constructorId,number,position,q1,q2,q3
72,33,17,18,18,1:37.856,1:40.106,
72,40,18,20,19,1:39.268,1:41.918,
72,27,18,21,20,1:40.432,1:42.569,
73,4,4,5,1,1:29.848,1:32.054,
73,30,6,1,2,1:30.237,1:32.120,
73,15,7,16,3,1:29.993,1:32.667,
73,2,3,8,4,1:30.390,1:32.827,
73,17,3,7,5,1:30.592,1:32.670,
73,23,7,17,6,1:30.952,1:32.319,
73,32,9,15,7,1:30.646,1:32.723,
73,37,1,10,8,1:30.725,1:32.648,
73,8,1,9,9,1:30.594,1:32.930,
73,21,4,6,10,1:30.445,1:33.320,
73,18,16,3,11,1:30.957,1:33.391,
73,13,15,12,12,1:30.933,1:34.269,
73,11,16,4,13,1:31.113,1:34.450,
73,14,9,14,14,1:31.211,1:34.633,
73,22,6,2,15,1:31.826,1:35.867,
73,35,15,11,16,1:32.318,1:35.665,
73,33,17,18,17,1:33.424,1:36.004,
73,39,17,19,18,1:33.190,1:36.953,
73,27,18,21,19,1:34.005,1:36.417,
73,40,18,20,20,1:34.848,1:36.413,
74,8,1,9,1,1:19.886,1:22.994,
74,4,4,5,2,1:19.889,1:23.552,
74,18,16,3,3,1:20.464,1:23.641,
74,17,3,7,4,1:20.442,1:24.069,
74,15,7,16,5,1:20.492,1:24.026,
74,11,16,4,6,1:20.851,1:23.807,
74,25,1,10,7,1:20.632,1:24.057,
74,13,15,12,8,1:20.593,1:24.337,
74,2,3,8,9,1:20.807,1:24.389,
74,22,6,2,10,1:20.892,1:24.351,
74,23,7,17,11,1:20.994,1:24.422,
74,35,15,11,12,1:20.999,1:25.260,
74,21,4,6,13,1:21.708,1:25.002,
74,30,6,1,14,1:20.260,1:26.984,
74,14,9,14,15,1:21.632,1:26.438,
74,24,9,15,16,1:21.804,1:26.351,
74,39,17,19,17,1:23.123,1:28.976,
74,33,17,18,18,1:25.100,1:29.152,
74,40,18,20,19,1:26.484,1:30.564,
74,27,18,21,20,1:25.921,,
75,8,1,9,1,1:14.819,1:16.602,
75,17,3,7,2,1:15.042,1:16.626,
75,4,4,5,3,1:14.811,1:16.880,
75,23,7,17,4,1:14.870,1:17.047,
75,15,7,16,5,1:14.795,1:17.200,
75,21,4,6,6,1:15.601,1:17.229,
75,31,1,10,7,1:15.902,1:17.570,
75,30,6,1,8,1:15.398,1:18.153,
75,14,9,14,9,1:15.795,1:18.373,
75,13,15,12,10,1:15.863,1:18.361,
75,24,9,15,11,1:16.288,1:19.014,
75,35,15,11,12,1:16.794,1:19.686,
75,39,17,19,13,1:18.557,1:20.711,
75,33,17,18,14,1:19.040,1:20.903,
75,27,18,21,15,1:19.563,1:21.578,
75,40,18,20,16,1:20.306,1:22.453,
75,2,3,8,17,1:15.038,,
75,22,6,2,18,1:15.746,,
76,8,1,9,1,1:13.644,1:16.681,
76,4,4,5,2,1:14.125,1:16.281,
76,17,3,7,3,1:14.584,1:17.072,
76,21,4,6,4,1:14.783,1:17.317,
76,15,7,16,5,1:15.189,1:17.401,
76,2,3,8,6,1:15.128,1:17.755,
76,14,9,14,7,1:15.329,1:18.538,
76,30,6,1,8,1:16.186,1:18.550,
76,35,15,11,9,1:15.921,1:19.015,
76,22,6,2,10,1:16.142,1:18.841,
76,13,15,12,11,1:16.218,1:18.902,
76,24,9,15,12,1:16.817,1:20.335,
76,40,18,20,13,1:18.574,1:22.236,
76,27,18,21,14,1:19.229,1:22.977,
76,33,17,18,15,1:19.408,1:23.670,
76,31,1,10,16,1:14.858,,
76,39,17,19,17,1:19.474,1:23.948,
76,23,7,17,18,,,
841,20,9,1,1,1:25.296,1:24.090,1:23.529
841,1,1,3,2,1:25.384,1:24.595,1:24.307
841,17,9,2,3,1:25.900,1:24.658,1:24.395
841,18,1,4,4,1:25.886,1:24.957,1:24.779
841,4,6,5,5,1:25.707,1:25.242,1:24.974
841,808,4,10,6,1:25.543,1:25.582,1:25.247
841,3,131,8,7,1:25.856,1:25.606,1:25.421
841,13,6,6,8,1:26.031,1:25.611,1:25.599
841,155,15,16,9,1:25.717,1:25.405,1:25.626
841,67,5,18,10,1:26.232,1:25.882,1:27.066
841,30,131,7,11,1:25.962,1:25.971,
841,153,5,19,12,1:26.620,1:26.103,
841,815,15,17,13,1:25.812,1:26.108,
841,814,10,15,14,1:27.222,1:26.739,
841,813,3,12,15,1:26.298,1:26.768,
841,16,10,14,16,1:26.245,1:31.407,
841,22,3,11,17,1:26.270,,
841,2,4,9,18,1:27.239,,
841,5,205,20,19,1:29.254,,
841,15,205,21,20,1:29.342,,
841,10,166,24,21,1:29.858,,
841,816,166,25,22,1:30.822,,
842,20,9,1,1,1:37.468,1:35.934,1:34.870
841,24,164,23,23,1:32.978,,
841,39,164,22,24,1:34.293,,
842,1,1,3,2,1:36.861,1:35.852,1:34.974
842,17,9,2,3,1:37.924,1:36.080,1:35.179
842,18,1,4,4,1:37.033,1:35.569,1:35.200
842,4,6,5,5,1:36.897,1:36.320,1:35.802
842,2,4,9,6,1:37.224,1:36.811,1:36.124
842,13,6,6,7,1:36.744,1:36.557,1:36.251
842,808,4,10,8,1:37.210,1:36.642,1:36.324
842,3,131,8,9,1:37.316,1:36.388,1:36.809
842,155,15,16,10,1:36.994,1:36.691,1:36.820
842,30,131,7,11,1:36.904,1:37.035,
842,67,5,18,12,1:37.693,1:37.160,
842,153,5,19,13,1:37.677,1:37.347,
842,814,10,15,14,1:38.045,1:37.370,
842,22,3,11,15,1:38.163,1:37.496,
842,815,15,17,16,1:37.759,1:37.528,
842,16,10,14,17,1:37.693,1:37.593,
842,813,3,12,18,1:38.276,,
842,5,205,20,19,1:38.645,,
842,15,205,21,20,1:38.791,,
842,10,166,24,21,1:40.648,,
842,816,166,25,22,1:41.001,,
842,24,164,23,23,1:41.549,,
842,39,164,22,24,1:42.574,,
843,20,9,1,1,1:35.674,1:34.776,1:33.706
843,18,1,4,2,1:35.924,1:34.662,1:34.421
843,1,1,3,3,1:36.091,1:34.486,1:34.463
843,3,131,8,4,1:35.272,1:35.850,1:34.670
843,4,6,5,5,1:35.389,1:35.165,1:35.119
843,13,6,6,6,1:35.478,1:35.437,1:35.145
843,153,5,19,7,1:36.133,1:35.563,1:36.158
843,814,10,15,8,1:35.702,1:35.858,1:36.190
843,67,5,18,9,1:36.110,1:35.500,1:36.203
843,808,4,10,10,1:35.370,1:35.149,
843,16,10,14,11,1:36.092,1:35.874,
843,815,15,17,12,1:36.046,1:36.053,
843,155,15,16,13,1:36.147,1:36.236,
843,30,131,7,14,1:35.508,1:36.457,
843,22,3,11,15,1:35.911,1:36.465,
843,2,4,9,16,1:35.910,1:36.611,
843,813,3,12,17,1:36.121,1:36.956,
843,17,9,2,18,1:36.468,,
843,5,205,20,19,1:37.894,,
843,15,205,21,20,1:38.318,,
843,816,166,25,21,1:39.119,,
843,10,166,24,22,1:39.708,,
843,24,164,23,23,1:40.212,,
843,39,164,22,24,1:40.445,,
844,20,9,1,1,1:27.039,1:25.610,1:25.049
844,17,9,2,2,1:27.090,1:26.075,1:25.454
844,3,131,8,3,1:27.514,1:25.801,1:25.574
844,1,1,3,4,1:27.091,1:26.066,1:25.595
844,4,6,5,5,1:27.349,1:26.152,1:25.851
844,18,1,4,6,1:27.374,1:26.485,1:25.982
844,808,4,10,7,1:27.475,1:26.654,1:26.296
844,30,131,7,8,1:27.697,1:26.121,1:26.646
844,2,4,9,9,1:27.901,1:26.740,1:26.659
844,13,6,6,10,1:27.013,1:26.395,
844,22,3,11,11,1:28.246,1:26.764,
844,16,10,14,12,1:27.392,1:27.027,
844,814,10,15,13,1:27.625,1:27.145,
844,813,3,12,14,1:27.396,1:27.236,
844,815,15,17,15,1:27.778,1:27.244,
844,67,5,18,16,1:27.620,1:27.255,
844,153,5,19,17,1:28.055,1:27.572,
844,5,205,20,18,1:28.780,,
844,15,205,21,19,1:29.673,,
844,816,166,25,20,1:30.445,,
844,24,164,23,21,1:30.692,,
844,10,166,24,22,1:30.813,,
844,39,164,22,23,1:31.564,,
845,17,9,2,1,1:23.619,1:21.773,1:20.981
845,20,9,1,2,1:24.142,1:21.540,1:21.181
845,1,1,3,3,1:24.370,1:22.148,1:21.961
845,4,6,5,4,1:23.485,1:22.813,1:21.964
845,18,1,4,5,1:24.428,1:22.050,1:21.996
845,808,4,10,6,1:23.069,1:22.948,1:22.471
845,3,131,8,7,1:23.507,1:22.569,1:22.599
845,13,6,6,8,1:23.506,1:23.026,1:22.888
845,813,3,12,9,1:23.406,1:22.854,1:22.952
845,30,131,7,10,1:22.960,1:22.671,
845,67,5,18,11,1:23.962,1:23.231,
845,815,15,17,12,1:24.209,1:23.367,
845,153,5,19,13,1:24.049,1:23.694,
845,155,15,16,14,1:23.656,1:23.702,
845,5,205,20,15,1:25.874,1:25.403,
845,814,10,15,16,1:24.332,1:26.126,
845,16,10,14,17,1:24.648,1:26.571,
845,15,205,21,18,1:26.521,,
845,22,3,11,19,1:26.910,,
845,10,166,24,20,1:27.315,,
845,24,164,23,21,1:27.809,,
845,39,164,22,22,1:27.908,,
845,816,166,25,23,1:28.556,,
846,20,9,1,1,1:15.606,1:14.277,1:13.556
846,18,1,4,2,1:15.397,1:14.545,1:13.997
846,17,9,2,3,1:16.087,1:14.742,1:14.019
846,4,6,5,4,1:16.051,1:14.569,1:14.483
846,30,131,7,5,1:16.092,1:14.981,1:14.682
846,13,6,6,6,1:16.309,1:14.648,1:14.877
846,1,1,3,7,1:15.207,1:14.275,1:15.280
846,3,131,8,8,1:15.858,1:14.741,1:15.766
846,813,3,12,9,1:15.819,1:15.545,1:16.528
846,815,15,17,10,1:15.918,1:15.482,
846,808,4,10,11,1:16.378,1:15.815,
846,22,3,11,12,1:16.616,1:15.826,
846,155,15,16,13,1:16.513,1:15.973,
846,814,10,15,14,1:16.813,1:16.118,
846,16,10,14,15,1:16.600,1:16.121,
846,2,4,9,16,1:16.681,1:16.214,
846,67,5,18,17,1:16.358,1:16.300,
846,5,205,20,18,1:17.343,,
846,15,205,21,19,1:17.381,,
846,153,5,19,20,1:17.820,,
846,10,166,24,21,1:17.914,,
846,816,166,25,22,1:18.736,,
846,39,164,22,23,,,
846,24,164,23,24,,,
847,20,9,1,1,1:14.011,1:13.486,1:13.014
847,4,6,5,2,1:13.822,1:13.672,1:13.199
847,13,6,6,3,1:14.026,1:13.431,1:13.217
847,17,9,2,4,1:14.375,1:13.654,1:13.429
847,1,1,3,5,1:14.114,1:13.926,1:13.565
847,3,131,8,6,1:14.920,1:13.950,1:13.814
847,18,1,4,7,1:14.374,1:13.955,1:13.838
847,30,131,7,8,1:14.970,1:14.242,1:13.864
847,2,4,9,9,1:15.096,1:14.467,1:14.062
847,808,4,10,10,1:14.699,1:14.354,1:14.085
847,814,10,15,11,1:14.874,1:14.752,
847,813,3,12,12,1:15.585,1:15.043,
847,155,15,16,13,1:15.694,1:15.285,
847,16,10,14,14,1:14.931,1:15.287,
847,67,5,18,15,1:15.901,1:15.334,
847,22,3,11,16,1:15.331,1:15.361,
847,37,15,17,17,1:16.229,1:15.587,
847,153,5,19,18,1:16.294,,
847,15,205,21,19,1:16.745,,
847,5,205,20,20,1:16.786,,
847,24,164,23,21,1:18.424,,
847,10,166,24,22,1:18.537,,
847,39,164,22,23,1:18.574,,
847,816,166,25,24,1:19.414,,
848,20,9,1,1,1:39.116,1:37.305,1:36.975
848,17,9,2,2,1:39.956,1:38.058,1:37.163
848,1,1,3,3,1:39.244,1:37.727,1:37.380
848,4,6,5,4,1:39.725,1:37.930,1:37.454
848,13,6,6,5,1:38.413,1:38.566,1:37.535
848,18,1,4,6,1:39.453,1:37.749,1:37.645
848,3,131,8,7,1:39.266,1:38.373,1:38.231
848,30,131,7,8,1:39.198,1:38.365,1:38.240
848,2,4,9,9,1:39.877,1:38.781,
848,16,10,14,10,1:39.329,1:39.034,
848,808,4,10,11,1:39.690,1:39.068,
848,814,10,15,12,1:39.852,1:39.422,
848,22,3,11,13,1:39.602,1:39.489,
848,155,15,16,14,1:40.131,1:39.525,
848,813,3,12,15,1:39.690,1:39.645,
848,815,15,17,16,1:39.494,1:39.657,
848,67,5,18,17,1:39.679,1:39.711,
848,153,5,19,18,1:40.232,,
848,5,205,20,19,1:41.664,,
848,15,205,21,20,1:42.234,,
848,10,166,24,21,1:42.553,,
848,24,164,23,22,1:43.584,,
848,816,166,25,23,1:43.735,,
848,39,164,22,24,1:44.363,,
849,17,9,2,1,1:32.670,1:31.673,1:30.399
849,20,9,1,2,1:32.977,1:32.379,1:30.431
849,4,6,5,3,1:32.986,1:31.727,1:30.516
849,13,6,6,4,1:32.760,1:31.640,1:31.124
849,18,1,4,5,1:34.230,1:32.273,1:31.898
849,814,10,15,6,1:34.472,1:32.569,1:31.929
849,813,3,12,7,1:32.702,1:32.588,1:31.933
849,155,15,16,8,1:34.324,1:32.399,1:32.128
849,3,131,8,9,1:34.186,1:32.295,1:32.209
849,1,1,3,10,1:33.581,1:32.505,1:32.376
849,16,10,14,11,1:34.454,1:32.617,
849,815,15,17,12,1:34.145,1:32.624,
849,30,131,7,13,1:34.160,1:32.656,
849,808,4,10,14,1:34.428,1:32.734,
849,22,3,11,15,1:33.532,1:33.119,
849,2,4,9,16,1:35.132,1:33.805,
849,5,205,20,17,1:34.923,1:34.821,
849,153,5,19,18,1:35.245,,
849,67,5,18,19,1:35.749,,
849,10,166,24,20,1:36.203,,
849,15,205,21,21,1:36.456,,
849,816,166,25,22,1:37.154,,
849,24,164,23,23,1:37.484,,
849,817,164,22,24,1:38.059,,
850,17,9,2,1,1:33.096,1:31.311,1:30.079
850,1,1,3,2,1:32.934,1:30.998,1:30.134
850,20,9,1,3,1:32.973,1:31.017,1:30.216
850,4,6,5,4,1:32.916,1:31.150,1:30.442
850,13,6,6,5,1:31.826,1:31.582,1:30.910
850,3,131,8,6,1:32.785,1:31.343,1:31.263
850,18,1,4,7,1:33.224,1:31.532,1:31.288
850,16,10,14,8,1:32.286,1:31.809,1:32.010
850,808,4,10,9,1:33.187,1:31.985,1:32.187
850,30,131,7,10,1:32.603,1:32.180,1:32.482
850,2,4,9,11,1:32.505,1:32.215,
850,814,10,15,12,1:32.651,1:32.560,
850,813,3,12,13,1:33.003,1:32.635,
850,22,3,11,14,1:33.664,1:33.043,
850,815,15,17,15,1:33.295,1:33.176,
850,67,5,18,16,1:33.635,1:33.546,
850,153,5,19,17,1:33.658,1:33.698,
850,155,15,16,18,1:33.786,,
850,5,205,20,19,1:35.599,,
850,10,166,24,20,1:36.400,,
850,812,205,21,21,1:36.422,,
850,816,166,25,22,1:36.641,,
850,24,164,23,23,1:37.011,,
850,817,164,22,24,1:37.036,,
851,20,9,1,1,1:21.740,1:21.095,1:19.815
851,1,1,3,2,1:21.636,1:21.105,1:19.978
851,18,1,4,3,1:22.038,1:20.578,1:20.024
851,13,6,6,4,1:22.130,1:21.099,1:20.350
851,4,6,5,5,1:21.578,1:20.262,1:20.365
851,17,9,2,6,1:22.208,1:20.890,1:20.474
851,3,131,8,7,1:22.996,1:21.243,1:21.098
851,16,10,14,8,1:22.237,1:22.000,1:21.445
851,30,131,7,9,1:22.876,1:21.852,1:21.907
851,815,15,17,10,1:23.067,1:22.157,
851,814,10,15,11,1:22.976,1:22.256,
851,808,4,10,12,1:23.070,1:22.284,
851,155,15,16,13,1:23.278,1:22.435,
851,2,4,9,14,1:23.024,1:22.470,
851,22,3,11,15,1:23.075,1:22.684,
851,153,5,19,16,1:23.285,1:22.979,
851,813,3,12,17,1:23.847,,
851,67,5,18,18,1:24.070,,
851,5,205,20,19,1:24.362,,
851,15,205,21,20,1:24.534,,
851,10,166,24,21,1:26.294,,
851,24,164,23,22,1:26.323,,
851,817,164,22,23,1:26.479,,
851,816,166,25,24,1:26.510,,
852,20,9,1,1,2:03.029,2:03.317,1:48.298
852,1,1,3,2,2:03.008,2:02.823,1:48.730
852,17,9,2,3,2:02.827,2:03.302,1:49.376
852,13,6,6,4,2:05.834,2:04.507,1:50.256
852,3,131,8,5,2:05.091,2:03.723,1:50.552
852,153,5,19,6,2:05.419,2:04.561,1:50.773
852,811,4,9,7,2:05.047,2:04.452,1:51.121
852,4,6,5,8,2:04.450,2:02.768,1:51.251
852,815,15,17,9,2:06.284,2:04.625,1:51.374
852,808,4,10,10,2:05.292,2:03.466,1:52.303
852,67,5,18,11,2:04.744,2:04.692,
852,155,15,16,12,2:07.194,2:04.757,
852,18,1,4,13,2:01.813,2:05.150,
852,22,3,11,14,2:05.720,2:07.349,
852,16,10,14,15,2:06.000,2:07.777,
852,813,3,12,16,2:05.621,2:08.106,
852,5,205,20,17,2:06.780,2:08.354,
852,814,10,15,18,2:07.758,,
852,15,205,21,19,2:08.773,,
852,10,166,24,20,2:09.566,,
852,816,166,25,21,2:11.601,,
852,24,164,23,22,2:11.616,,
852,817,164,22,23,2:13.077,,
854,20,9,1,1,1:46.397,1:44.931,1:44.381
854,17,9,2,2,1:47.332,1:45.651,1:44.732
854,18,1,4,3,1:46.956,1:45.472,1:44.804
854,1,1,3,4,1:47.014,1:46.829,1:44.809
854,4,6,5,5,1:47.054,1:45.779,1:44.874
854,13,6,6,6,1:47.945,1:45.955,1:45.800
854,3,131,8,7,1:47.688,1:46.405,1:46.013
854,30,131,7,8,1:48.819,1:46.043,
854,16,10,14,9,1:47.952,1:47.093,
854,814,10,15,10,1:48.022,1:47.486,
854,815,15,17,11,1:47.717,1:47.616,
854,22,3,11,12,1:48.061,1:48.082,
854,813,3,12,13,1:49.710,1:48.270,
854,67,5,18,14,1:48.753,1:48.634,
854,811,4,9,15,1:48.861,1:48.662,
854,153,5,19,16,1:49.588,1:49.862,
854,155,15,16,17,1:48.054,,
854,808,4,10,18,1:49.835,,
854,5,205,20,19,1:50.948,,
854,15,205,21,20,1:51.012,,
854,10,166,24,21,1:52.154,,
854,816,166,25,22,1:52.363,,
854,817,164,22,23,1:52.404,,
854,24,164,23,24,1:52.810,,
855,20,9,1,1,1:33.051,1:31.424,1:30.466
855,18,1,4,2,1:32.947,1:31.434,1:30.475
855,1,1,3,3,1:32.843,1:31.139,1:30.617
855,13,6,6,4,1:33.235,1:31.909,1:30.804
855,4,6,5,5,1:32.817,1:31.612,1:30.886
855,17,9,2,6,1:33.135,1:31.576,1:31.156
855,155,15,16,10,1:32.626,1:32.380,
855,30,131,7,7,1:33.748,1:32.116,
855,811,4,9,8,1:33.359,1:32.297,
855,808,4,10,9,1:32.877,1:32.245,
855,16,10,14,11,1:32.761,1:32.463,
855,814,10,15,12,1:33.499,1:32.746,
855,22,3,11,13,1:33.921,1:33.079,
855,813,3,12,14,1:33.781,1:33.224,
855,67,5,18,15,1:33.064,1:33.227,
855,153,5,19,16,1:35.111,1:33.427,
855,815,15,17,17,1:34.704,,
855,5,205,20,18,1:35.454,,
855,15,205,21,19,1:35.514,,
855,816,166,25,20,1:36.439,,
855,10,166,24,21,1:36.507,,
855,817,164,22,22,1:37.846,,
855,3,131,8,23,,,
855,24,164,23,24,,,
856,1,1,3,1,1:37.525,1:36.526,1:35.820
856,20,9,1,2,1:39.093,1:37.285,1:36.042
856,18,1,4,3,1:37.929,1:37.302,1:36.126
856,17,9,2,4,1:39.071,1:37.292,1:36.468
856,13,6,6,5,1:38.670,1:37.313,1:36.831
856,4,6,5,6,1:38.393,1:37.352,1:36.980
856,3,131,8,7,1:38.426,1:37.892,1:37.754
856,808,4,10,8,1:38.378,1:38.186,1:38.124
856,814,10,15,9,1:38.549,1:38.254,
856,16,10,14,10,1:38.789,1:38.219,
856,153,5,19,11,1:39.392,1:38.315,
856,30,131,7,12,1:38.502,1:38.354,
856,67,5,18,13,1:39.352,1:38.508,
856,155,15,16,14,1:39.464,1:38.775,
856,811,4,9,15,1:39.316,1:38.791,
856,813,3,12,16,1:39.436,1:39.189,
856,815,15,17,17,1:39.097,1:39.443,
856,22,3,11,18,1:39.538,,
856,5,205,20,19,1:40.522,,
856,15,205,21,20,1:41.101,,
856,10,166,24,21,1:42.091,,
856,816,166,25,22,1:43.483,,
856,24,164,23,23,1:43.758,,
856,817,164,22,24,,,
857,20,9,1,1,1:26.218,1:24.657,1:24.178
857,1,1,3,2,1:26.563,1:25.019,1:24.474
857,17,9,2,3,1:26.473,1:25.282,1:24.508
857,4,6,5,4,1:26.774,1:25.158,1:24.519
857,18,1,4,5,1:26.225,1:25.299,1:24.950
857,13,6,6,6,1:27.012,1:25.522,1:25.122
857,3,131,8,7,1:26.364,1:25.555,1:25.451
857,16,10,14,8,1:26.271,1:26.140,
857,67,5,18,9,1:26.608,1:26.161,
857,153,5,19,10,1:26.557,1:26.319,
857,808,4,10,11,1:26.189,1:26.319,
857,30,131,7,12,1:26.790,1:26.337,
857,814,10,15,13,1:26.864,1:26.503,
857,813,3,12,14,1:26.829,1:26.537,
857,811,4,9,15,1:26.766,1:26.651,
857,22,3,11,16,1:27.479,1:27.247,
857,815,15,17,17,1:27.249,1:27.562,
857,155,15,16,18,1:27.876,,
857,5,205,20,19,1:28.565,,
857,15,205,21,20,1:28.752,,
857,817,164,23,21,1:30.216,,
857,39,164,22,22,1:30.238,,
857,816,166,25,23,1:30.866,,
857,10,166,24,24,1:34.046,,
858,20,9,1,1,1:40.478,1:38.516,1:38.481
858,1,1,3,2,1:39.782,1:38.434,1:38.622
858,18,1,4,3,1:40.227,1:39.097,1:38.631
858,17,9,2,4,1:40.167,1:38.821,1:38.858
858,4,6,5,5,1:41.380,1:39.058,1:39.058
858,13,6,6,6,1:41.592,1:39.623,1:39.695
858,3,131,8,7,1:41.120,1:39.420,1:39.773
858,30,131,7,8,1:42.605,1:40.554,1:40.662
858,16,10,14,9,1:40.595,1:40.205,1:40.768
858,814,10,15,10,1:41.064,1:40.414,
858,815,15,17,11,1:41.311,1:40.874,
858,808,4,10,12,1:40.955,1:40.919,
858,67,5,18,13,1:41.737,1:41.009,
858,811,4,9,14,1:41.391,1:41.079,
858,153,5,19,15,1:41.386,1:41.162,
858,155,15,16,16,1:41.613,1:41.240,
858,813,3,12,17,1:42.258,1:41.760,
858,5,205,20,18,1:42.979,,
858,15,205,21,19,1:43.884,,
858,10,166,24,20,1:44.515,,
858,817,164,22,21,1:44.641,,
858,816,166,25,22,1:44.699,,
858,24,164,23,23,1:45.159,,
859,20,9,1,1,1:13.664,1:12.446,1:11.918
859,17,9,2,2,1:13.467,1:12.658,1:12.099
859,18,1,4,3,1:13.281,1:12.820,1:12.283
859,1,1,3,4,1:13.361,1:12.811,1:12.480
859,4,6,5,5,1:13.969,1:12.870,1:12.591
859,3,131,8,6,1:14.083,1:12.569,1:13.050
859,13,6,6,7,1:14.269,1:13.291,1:13.068
859,16,10,14,8,1:13.480,1:13.261,1:13.298
859,811,4,9,9,1:14.453,1:13.300,1:13.761
859,30,131,7,10,1:13.694,1:13.571,
859,814,10,15,11,1:13.733,1:13.584,
859,22,3,11,12,1:14.117,1:13.801,
859,153,5,19,13,1:14.225,1:13.804,
859,67,5,18,14,1:14.500,1:13.919,
859,808,4,10,15,1:13.859,1:14.053,
859,155,15,16,16,1:14.571,1:14.129,
859,815,15,17,17,1:14.430,1:14.182,
859,813,3,12,18,1:14.625,,
859,5,205,20,19,1:15.068,,
859,15,205,21,20,1:15.358,,
859,24,164,23,21,1:16.631,,
859,817,164,22,22,1:16.890,,
859,816,166,25,23,1:17.019,,
859,10,166,24,24,1:17.060,,
860,1,1,4,1,1:26.800,1:25.626,1:24.922
860,18,1,3,2,1:26.832,1:25.663,1:25.074
860,154,208,10,3,1:26.498,1:25.845,1:25.302
860,30,131,7,4,1:26.586,1:25.571,1:25.336
860,17,9,2,5,1:27.117,1:26.597,1:25.651
860,20,9,1,6,1:26.773,1:25.982,1:25.668
860,3,131,8,7,1:26.763,1:25.469,1:25.686
860,813,3,18,8,1:26.803,1:26.206,1:25.908
860,807,10,12,9,1:27.464,1:26.314,1:26.451
860,817,5,16,10,1:27.024,1:26.319,
860,818,5,17,11,1:26.493,1:26.429,
860,4,6,5,12,1:26.688,1:26.494,
860,155,15,14,13,1:26.182,1:26.590,
860,811,3,19,14,1:27.004,1:26.663,
860,814,10,11,15,1:27.469,1:27.086,
860,13,6,6,16,1:27.633,1:27.497,
860,815,15,15,17,1:26.596,,
860,8,208,9,18,1:27.758,,
860,5,207,20,19,1:28.679,,
860,808,207,21,20,1:29.018,,
860,10,206,24,21,1:30.923,,
860,819,206,25,22,1:31.670,,
860,37,164,22,23,1:33.495,,
860,39,164,23,24,1:33.643,,
861,1,1,4,1,1:37.813,1:37.106,1:36.219
861,18,1,3,2,1:37.575,1:36.928,1:36.368
861,30,131,7,3,1:37.517,1:37.017,1:36.391
861,17,9,2,4,1:37.172,1:37.375,1:36.461
861,8,208,9,5,1:37.961,1:36.715,1:36.461
861,20,9,1,6,1:38.102,1:37.419,1:36.634
861,154,208,10,7,1:38.058,1:37.338,1:36.658
861,3,131,8,8,1:37.696,1:36.996,1:36.664
861,4,6,5,9,1:38.151,1:37.379,1:37.566
861,815,15,15,10,1:37.933,1:37.477,1:37.698
861,813,3,18,11,1:37.789,1:37.589,
861,13,6,6,12,1:38.381,1:37.731,
861,811,3,19,13,1:38.437,1:37.841,
861,814,10,11,14,1:38.325,1:37.877,
861,817,5,16,15,1:38.419,1:37.883,
861,807,10,12,16,1:38.303,1:37.890,
861,155,15,14,17,1:38.372,1:38.069,
861,818,5,17,18,1:39.077,,
861,5,207,20,19,1:39.306,,
861,808,207,21,20,1:39.567,,
861,10,206,24,21,1:40.903,,
861,819,206,25,22,1:41.250,,
861,37,164,22,23,1:42.914,,
861,39,164,23,24,1:43.655,,
862,3,131,8,1,1:36.875,1:35.725,1:35.121
862,1,1,4,2,1:36.763,1:35.902,1:35.626
862,30,131,7,3,1:36.797,1:35.794,1:35.691
862,155,15,14,4,1:36.863,1:35.853,1:35.784
862,8,208,9,5,1:36.850,1:35.921,1:35.898
862,18,1,3,6,1:36.746,1:35.942,1:36.191
862,17,9,2,7,1:36.682,1:35.700,1:36.290
862,815,15,15,8,1:36.198,1:35.831,1:36.524
862,4,6,5,9,1:36.292,1:35.982,1:36.622
862,154,208,10,10,1:36.343,1:35.903,
862,20,9,1,11,1:36.911,1:36.031,
862,13,6,6,12,1:36.556,1:36.255,
862,813,3,18,13,1:36.528,1:36.283,
862,811,3,19,14,1:36.674,1:36.289,
862,814,10,11,15,1:36.639,1:36.317,
862,807,10,12,16,1:36.921,1:36.745,
862,817,5,16,17,1:36.933,1:36.956,
862,818,5,17,18,1:37.714,,
862,5,207,20,19,1:38.463,,
862,808,207,21,20,1:38.677,,
862,10,206,24,21,1:39.282,,
862,819,206,25,22,1:39.717,,
862,37,164,22,23,1:40.411,,
862,39,164,23,24,1:41.000,,
863,20,9,1,1,1:34.308,1:33.527,1:32.422
863,1,1,4,2,1:34.813,1:33.209,1:32.520
863,17,9,2,3,1:34.015,1:33.311,1:32.637
863,18,1,3,4,1:34.792,1:33.416,1:32.711
863,3,131,8,5,1:34.588,1:33.219,1:32.821
863,817,5,16,6,1:33.988,1:33.556,1:32.912
863,154,208,10,7,1:34.041,1:33.246,1:33.008
863,815,15,15,8,1:33.814,1:33.660,1:33.394
863,4,6,5,9,1:34.760,1:33.403,
863,814,10,11,10,1:36.624,1:33.510,
863,8,208,9,11,1:34.552,1:33.789,
863,155,15,14,12,1:34.131,1:33.806,
863,807,10,12,13,1:34.601,1:33.807,
863,13,6,6,14,1:34.372,1:33.912,
863,811,3,19,15,1:34.466,1:34.017,
863,5,207,20,16,1:34.852,1:36.132,
863,813,3,18,17,1:34.639,,
863,30,131,7,18,1:34.865,,
863,818,5,17,19,1:35.014,,
863,808,207,21,20,1:35.823,,
863,819,206,25,21,1:37.683,,
